"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","133712","Swipe carousel, search Lydia and open Cresus in French","Wikipedia app - Lydia flow","2026-02-19","passed","2026-02-19","","","",""
